description,food_cluster,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium
"Coffee, Iced Latte, flavored",0,39.9,1.68,6.1,0.98,0.0,5.81,23
"Coffee, Iced Latte, nonfat, flavored",0,32.0,1.72,6.09,0.08,0.0,5.89,24
"Coffee, Iced Latte, with non-dairy milk, flavored",0,33.5,0.76,6.18,0.64,0.1,5.47,32
"Coffee, Iced Latte, decaffeinated",0,27.4,1.75,2.82,1.01,0.0,2.53,23
"Coffee, Iced Latte, decaffeinated, nonfat",0,19.0,1.79,2.81,0.07,0.0,2.61,25
"Coffee, Iced Latte, decaffeinated, with non-dairy milk",0,20.7,0.79,2.92,0.65,0.1,2.18,33
"Coffee, Iced Latte, decaffeinated, flavored",0,40.2,1.69,6.12,0.99,0.0,5.84,23
"Coffee, Iced Latte, decaffeinated, nonfat, flavored",0,32.1,1.73,6.12,0.08,0.0,5.92,24
"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",0,33.6,0.76,6.21,0.64,0.1,5.5,32
"Coffee, Iced Cafe Mocha",0,50.3,1.58,8.95,0.91,0.0,7.99,35
"Coffee, Iced Cafe Mocha, nonfat",0,42.8,1.61,8.94,0.07,0.0,8.07,36
"Coffee, Iced Cafe Mocha, with non-dairy milk",0,44.3,0.72,9.02,0.59,0.1,7.67,44
"Coffee, Iced Cafe Mocha, decaffeinated",0,50.6,1.58,8.99,0.92,0.0,8.03,36
"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",0,42.9,1.62,8.98,0.06,0.0,8.11,37
"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",0,44.4,0.72,9.06,0.59,0.1,7.71,45
"Coffee, instant, reconstituted",0,2.9,0.1,0.63,0.0,0.0,0.0,4
"Coffee, instant, 50% less caffeine, reconstituted",0,2.9,0.12,0.61,0.0,0.0,0.0,4
"Coffee, NS as to brewed or instant, decaffeinated",0,0.4,0.1,0.0,0.0,0.0,0.0,2
"Coffee, brewed, decaffeinated",0,0.4,0.1,0.0,0.0,0.0,0.0,2
"Coffee, instant, decaffeinated, reconstituted",0,3.0,0.1,0.64,0.0,0.0,0.0,4
"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",0,27.3,0.15,5.11,0.7,0.0,3.45,7
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",0,27.2,0.14,5.11,0.69,0.0,3.45,7
"Coffee, instant, pre-sweetened with sugar, reconstituted",0,16.4,0.1,3.96,0.02,0.0,3.36,4
"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",0,43.9,0.43,6.49,1.8,0.1,4.32,29
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,15.0,0.32,2.46,0.43,0.2,1.14,20
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,16.4,0.15,2.37,0.7,0.0,0.6,7
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,16.4,0.15,2.38,0.7,0.0,0.6,7
"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,14.4,0.29,2.33,0.43,0.2,1.14,20
"Coffee, pre-lightened and pre-sweetened with sugar",0,27.3,0.15,5.11,0.7,0.0,3.45,7
"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",0,27.2,0.14,5.11,0.69,0.0,3.45,7
"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",0,16.4,0.15,2.37,0.7,0.0,0.6,7
"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",0,16.4,0.15,2.38,0.7,0.0,0.6,7
"Coffee, pre-lightened",0,14.5,0.15,1.88,0.71,0.0,0.17,7
"Coffee, decaffeinated, pre-lightened",0,14.6,0.15,1.89,0.71,0.0,0.17,7
"Coffee, pre-sweetened with sugar",0,16.4,0.1,3.96,0.02,0.0,3.36,4
"Coffee, decaffeinated, pre-sweetened with sugar",0,16.3,0.09,3.97,0.01,0.0,3.36,4
"Coffee, pre-sweetened with low calorie sweetener",0,4.9,0.1,1.13,0.0,0.0,0.45,4
"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",0,5.0,0.1,1.14,0.0,0.0,0.45,4
"Coffee and chicory, brewed",0,0.7,0.12,0.0,0.02,0.0,0.0,2
"Coffee and chicory, brewed, decaffeinated",0,0.4,0.1,0.0,0.0,0.0,0.0,2
"Coffee, Cappuccino",0,26.8,1.71,2.76,0.99,0.0,2.46,23
"Coffee, Cappuccino, nonfat",0,18.6,1.75,2.75,0.07,0.0,2.54,24
"Coffee, Cappuccino, with non-dairy milk",0,20.3,0.78,2.86,0.64,0.1,2.14,33
"Coffee, Cappuccino, decaffeinated",0,26.8,1.71,2.77,0.99,0.0,2.48,23
"Coffee, Cappuccino, decaffeinated, nonfat",0,18.7,1.75,2.76,0.07,0.0,2.56,24
"Coffee, Cappuccino, decaffeinated, with non-dairy milk",0,20.4,0.78,2.87,0.64,0.1,2.15,33
"Coffee, bottled/canned",0,70.7,1.98,12.6,1.38,0.0,10.67,26
"Coffee, bottled/canned, light",0,35.0,1.27,5.91,0.7,0.0,5.91,15
"Coffee, instant, not reconstituted",5,354.9,12.2,75.4,0.5,0.0,0.0,37
"Coffee, instant, 50% less caffeine, not reconstituted",5,354.9,14.42,73.18,0.5,0.0,0.0,37
"Coffee, instant, decaffeinated, not reconstituted",5,352.2,11.6,76.0,0.2,0.0,0.0,23
"Coffee, instant, pre-sweetened with sugar, not reconstituted",1,392.4,2.36,94.92,0.36,0.0,80.48,8
"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",1,460.2,5.29,74.04,15.87,1.9,58.2,317
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",1,435.2,9.2,71.64,12.43,4.5,32.84,472
"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",1,440.5,9.0,71.4,13.21,4.8,34.98,500
"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",1,443.0,2.4,82.96,11.29,0.0,56.07,47
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",1,465.1,0.0,86.28,13.33,0.0,66.67,333
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",1,509.5,1.96,59.94,29.1,0.5,59.0,0
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",1,470.8,4.22,68.16,20.14,0.0,17.26,81
Coffee substitute,0,6.0,0.1,1.3,0.04,0.4,0.08,5
Chicory beverage,0,6.6,0.22,1.42,0.0,0.0,0.0,4
Cereal beverage,0,4.6,0.08,1.0,0.03,0.3,0.06,5
"Cereal beverage with beet roots, from powdered instant",0,4.6,0.08,1.0,0.03,0.3,0.06,5
"Coffee substitute, dry powder",4,360.4,6.01,78.42,2.52,23.3,4.63,83
"Tea, hot, leaf, black",0,1.2,0.0,0.3,0.0,0.0,0.0,3
"Tea, hot, leaf, black, decaffeinated",0,1.2,0.0,0.3,0.0,0.0,0.0,3
"Tea, hot, leaf, green",0,0.9,0.22,0.0,0.0,0.0,0.0,1
"Tea, hot, leaf, green, decaffeinated",0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Tea, hot, leaf, oolong",0,0.6,0.0,0.15,0.0,0.0,0.0,3
"Tea, iced, instant, black, unsweetened",0,1.0,0.02,0.23,0.0,0.0,0.01,4
"Tea, iced, instant, black, pre-sweetened with sugar",0,29.7,0.01,7.31,0.05,0.1,7.07,4
"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",0,32.0,0.06,7.89,0.02,0.0,7.76,4
"Tea, iced, instant, black, pre-sweetened with low calorie sweetener",0,1.8,0.02,0.44,0.0,0.0,0.01,6
"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",0,3.0,0.03,0.72,0.0,0.0,0.02,7
"Tea, iced, instant, black, decaffeinated, unsweetened",0,0.9,0.06,0.17,0.0,0.0,0.02,4
"Tea, iced, instant, green, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,7
"Tea, iced, instant, green, pre-sweetened with sugar",0,26.8,0.0,6.2,0.22,0.0,5.32,21
"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",0,3.7,0.0,0.93,0.0,0.0,0.93,6
"Tea, hot, herbal",0,0.8,0.0,0.2,0.0,0.0,0.0,1
"Tea, hot, hibiscus",0,0.0,0.0,0.0,0.0,0.0,0.0,4
Corn beverage,0,42.8,0.84,9.4,0.21,0.5,0.19,135
"Tea, hot, chamomile",0,0.8,0.0,0.2,0.0,0.0,0.0,1
"Tea, hot, chai, with milk",0,51.0,1.58,8.97,0.98,0.1,8.73,20
"Tea, iced, instant, black, unsweetened, dry",4,315.5,20.21,58.66,0.0,8.5,5.53,72
"Tea, iced, instant, black, pre-sweetened, dry",1,401.2,0.12,98.55,0.73,0.7,95.29,5
Iced Tea / Lemonade juice drink,0,37.8,0.2,9.15,0.05,0.3,7.2,12
"Iced Tea / Lemonade juice drink, light",0,25.7,0.22,6.12,0.04,0.3,3.86,13
"Iced Tea / Lemonade juice drink, diet",0,2.3,0.0,0.57,0.0,0.0,0.0,4
"Tea, iced, brewed, black, pre-sweetened with sugar",0,31.9,0.0,7.94,0.02,0.0,7.68,3
"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener",0,2.7,0.0,0.68,0.0,0.0,0.33,3
"Tea, iced, brewed, black, unsweetened",0,1.2,0.0,0.3,0.0,0.0,0.0,3
"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",0,31.9,0.0,7.94,0.02,0.0,7.68,3
"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener",0,2.7,0.0,0.68,0.0,0.0,0.33,3
"Tea, iced, brewed, black, decaffeinated, unsweetened",0,1.2,0.0,0.3,0.0,0.0,0.0,3
"Tea, iced, brewed, green, pre-sweetened with sugar",0,31.6,0.2,7.66,0.02,0.0,7.68,1
"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener",0,2.4,0.22,0.38,0.0,0.0,0.33,1
"Tea, iced, brewed, green, unsweetened",0,0.9,0.22,0.0,0.0,0.0,0.0,1
"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",0,30.8,0.0,7.66,0.02,0.0,7.68,0
"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener",0,1.5,0.0,0.38,0.0,0.0,0.33,0
"Tea, iced, brewed, green, decaffeinated, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Tea, iced, bottled, black",0,45.2,0.0,10.8,0.22,0.0,9.49,3
"Tea, iced, bottled, black, decaffeinated",0,35.0,0.0,8.75,0.0,0.0,7.92,8
"Tea, iced, bottled, black, diet",0,0.9,0.0,0.22,0.0,0.0,0.0,17
"Tea, iced, bottled, black, decaffeinated, diet",0,3.3,0.0,0.83,0.0,0.0,0.0,4
"Tea, iced, bottled, black, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,2
"Tea, iced, bottled, black, decaffeinated, unsweetened",0,1.2,0.0,0.3,0.0,0.0,0.0,3
"Tea, iced, bottled, green",0,26.8,0.0,6.2,0.22,0.0,5.32,21
"Tea, iced, bottled, green, diet",0,3.7,0.0,0.93,0.0,0.0,0.93,6
"Tea, iced, bottled, green, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,7
"Soft drink, NFS",0,43.7,0.0,10.36,0.25,0.0,9.94,3
"Soft drink, NFS, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Carbonated water, sweetened",0,35.2,0.0,8.8,0.0,0.0,8.8,12
"Carbonated water, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,21
"Carbonated water, sweetened, with low-calorie or no-calorie sweetener",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, cola",0,43.7,0.0,10.36,0.25,0.0,9.94,3
"Soft drink, cola, reduced sugar",0,20.6,0.0,5.16,0.0,0.0,5.16,4
"Soft drink, cola, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Soft drink, cola, decaffeinated",0,42.3,0.0,10.58,0.0,0.0,10.58,4
"Soft drink, cola, decaffeinated, diet",0,1.0,0.12,0.12,0.0,0.0,0.0,4
"Soft drink, pepper type",0,43.7,0.0,10.36,0.25,0.0,9.94,3
"Soft drink, pepper type, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Soft drink, pepper type, decaffeinated",0,42.3,0.0,10.58,0.0,0.0,10.58,4
"Soft drink, pepper type, decaffeinated, diet",0,1.0,0.12,0.12,0.0,0.0,0.0,4
"Soft drink, cream soda",0,53.2,0.0,13.3,0.0,0.0,13.3,12
"Soft drink, cream soda, diet",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, fruit flavored, caffeine free",0,40.9,0.05,10.14,0.02,0.0,8.98,9
"Soft drink, fruit flavored, diet, caffeine free",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, fruit flavored, caffeine containing",0,51.3,0.0,12.83,0.0,0.0,12.9,18
"Soft drink, fruit flavored, caffeine containing, diet",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, ginger ale",0,35.0,0.0,8.76,0.0,0.0,8.9,7
"Soft drink, ginger ale, diet",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, root beer",0,42.4,0.0,10.6,0.0,0.0,10.6,13
"Soft drink, root beer, diet",0,0.4,0.1,0.0,0.0,0.0,0.0,6
"Soft drink, chocolate flavored",0,42.8,0.0,10.7,0.0,0.0,10.7,4
"Soft drink, chocolate flavored, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Soft drink, cola, fruit or vanilla flavored",0,43.7,0.0,10.36,0.25,0.0,9.94,3
"Soft drink, cola, chocolate flavored",0,43.7,0.0,10.36,0.25,0.0,9.94,3
"Soft drink, cola, fruit or vanilla flavored, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Soft drink, cola, chocolate flavored, diet",0,1.9,0.11,0.29,0.03,0.0,0.0,8
"Fruit juice drink, citrus, carbonated",0,32.2,0.46,6.88,0.31,0.2,6.1,7
"Fruit juice drink, noncitrus, carbonated",0,35.0,0.23,8.35,0.08,0.1,8.1,11
Fruit juice drink,0,10.0,0.0,2.5,0.0,0.0,2.5,13
Tamarind drink,0,114.9,0.64,27.67,0.18,1.2,22.28,9
"Fruit punch, made with fruit juice and soda",0,44.5,0.18,10.82,0.06,0.1,9.44,4
"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",0,64.3,0.31,14.85,0.41,0.4,12.77,21
"Lemonade, fruit juice drink",0,48.3,0.0,12.08,0.0,0.0,11.67,6
"Lemonade, fruit flavored drink",0,26.8,0.0,6.55,0.07,0.0,6.5,12
"Lemonade, frozen concentrate, not reconstituted",1,206.7,0.22,49.89,0.7,0.3,44.46,7
Fruit flavored drink,0,64.1,0.0,16.03,0.0,0.0,15.85,36
"Fruit juice beverage, 40-50% juice, citrus",0,47.2,0.34,11.4,0.03,0.1,8.12,4
"Frozen daiquiri mix, frozen concentrate, not reconstituted",1,286.8,0.08,71.6,0.01,0.0,24.53,0
"Frozen daiquiri mix, from frozen concentrate, reconstituted",0,65.6,0.02,16.37,0.0,0.0,5.61,3
"Pina Colada, nonalcoholic",0,129.6,0.47,25.64,2.79,0.2,23.17,8
"Margarita mix, nonalcoholic",0,86.9,0.1,21.4,0.1,0.0,21.4,102
Slush frozen drink,0,30.9,0.0,7.68,0.02,0.0,7.68,10
"Slush frozen drink, no sugar added",0,12.5,0.0,3.11,0.01,0.0,3.11,5
"Fruit flavored drink, with high vitamin C",0,26.7,0.0,6.67,0.0,0.0,5.0,36
"Cranberry juice drink, with high vitamin C",0,55.0,0.0,13.52,0.1,0.0,11.87,2
"Fruit juice drink, with high vitamin C",0,46.9,0.13,11.35,0.11,0.1,10.69,8
"Vegetable and fruit juice drink, with high vitamin C",0,30.1,0.04,7.47,0.01,0.0,2.1,21
Fruit juice drink (Sunny D),0,53.2,0.13,13.16,0.0,0.1,12.11,61
"Fruit flavored drink, powdered, reconstituted",0,26.8,0.0,6.55,0.07,0.0,6.5,12
"Fruit flavored drink, with high vitamin C, powdered, reconstituted",0,41.8,0.0,10.45,0.0,0.0,9.75,5
"Fruit juice drink, with high vitamin C, light",0,19.2,0.1,4.7,0.0,0.1,4.6,5
"Fruit juice drink, light",0,40.6,0.0,10.0,0.07,0.0,9.0,2
"Fruit juice drink, diet",0,1.9,0.0,0.47,0.0,0.0,0.0,5
"Cranberry juice drink, with high vitamin C, light",0,19.2,0.1,4.7,0.0,0.1,4.6,5
"Grape juice drink, light",0,21.6,0.13,5.17,0.05,0.1,4.97,4
"Orange juice beverage, 40-50% juice, light",0,22.5,0.21,5.42,0.0,0.0,4.17,4
"Apple juice beverage, 40-50% juice, light",0,21.3,0.0,5.1,0.1,0.0,4.8,13
"Lemonade, fruit juice drink, light",0,20.0,0.0,5.0,0.0,0.0,5.0,5
"Pomegranate juice beverage, 40-50% juice, light",0,55.7,0.15,13.13,0.29,0.1,12.65,9
"Vegetable and fruit juice drink, with high vitamin C, diet",0,4.4,0.0,1.1,0.0,0.0,0.63,14
"Vegetable and fruit juice drink, with high vitamin C, light",0,4.4,0.0,1.1,0.0,0.0,0.63,14
"Fruit flavored drink, with high vitamin C, diet",0,3.5,0.0,0.87,0.0,0.0,0.0,8
"Fruit flavored drink, diet",0,5.8,0.01,1.45,0.0,0.0,0.0,11
"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet",0,3.5,0.0,0.87,0.0,0.0,0.0,8
"Fruit flavored drink, powdered, reconstituted, diet",0,2.9,0.0,0.73,0.0,0.0,0.0,7
"Fruit juice drink, reduced sugar (Sunny D)",0,3.8,0.0,0.95,0.0,0.0,0.0,4
Fruit juice drink (Capri Sun),0,40.6,0.0,10.0,0.07,0.0,9.0,2
"Fruit juice drink, with high vitamin C, plus added calcium",0,50.0,0.0,12.5,0.0,0.0,12.5,8
"Fruit juice drink, added calcium (Sunny D)",0,52.8,0.0,13.2,0.0,0.1,8.02,54
"Horchata beverage, made with water",0,87.3,1.09,20.45,0.13,0.5,8.07,4
"Horchata beverage, made with milk",0,90.0,1.42,19.66,0.63,0.4,9.56,9
Oatmeal beverage with water,0,44.8,0.25,10.61,0.15,0.2,9.36,4
Oatmeal beverage with milk,0,83.2,1.74,15.49,1.59,0.2,13.97,18
Sugar cane beverage,0,80.7,0.0,20.17,0.0,0.0,20.17,43
Cornmeal beverage,0,85.9,1.7,16.3,1.54,0.2,13.87,18
Cornmeal beverage with chocolate milk,0,112.9,1.94,20.88,2.4,0.4,17.95,19
"Wine, nonalcoholic",0,6.4,0.5,1.1,0.0,0.0,1.1,7
"Wine, light, nonalcoholic",0,6.4,0.5,1.1,0.0,0.0,1.1,7
Nonalcoholic malt beverage,0,34.1,0.21,8.05,0.12,0.0,8.05,13
Shirley Temple,0,56.7,0.0,14.17,0.0,0.1,12.55,9
"Fruit flavored drink, with high vitamin C, powdered, not reconstituted",1,395.8,0.0,98.94,0.0,0.4,92.31,17
"Fruit flavored drink, powdered, not reconstituted",1,400.7,0.0,97.9,1.01,0.0,97.15,130
"Fruit flavored drink, powdered, not reconstituted, diet",5,351.7,0.45,87.38,0.04,0.1,0.0,404
"Sports drink, dry concentrate, not reconstituted",1,400.7,0.0,97.9,1.01,0.0,97.15,130
Beer,0,16.0,0.46,3.55,0.0,0.0,0.0,4
"Beer, light",0,7.5,0.24,1.64,0.0,0.0,0.09,4
"Beer, low carb",0,3.6,0.17,0.73,0.0,0.0,0.0,3
"Beer, light, higher alcohol",0,4.1,0.25,0.77,0.0,0.0,0.09,4
"Beer, higher alcohol",0,4.7,0.9,0.27,0.0,0.0,0.0,4
"Alcoholic malt beverage, sweetened",0,40.3,0.0,10.07,0.0,0.0,9.77,5
"Alcoholic malt beverage, higher alcohol, sweetened",0,35.4,0.0,8.86,0.0,0.0,8.6,5
Alcoholic malt beverage,0,4.7,0.9,0.27,0.0,0.0,0.0,4
Hard cider,0,23.7,0.0,5.92,0.0,0.0,5.92,4
Cordial or liqueur,1,169.1,0.0,41.6,0.3,0.0,41.6,5
"Cordial or liqueur, coffee flavored",1,190.3,0.1,46.8,0.3,0.0,38.3,8
"Cocktail, NFS",0,32.9,0.0,7.8,0.19,0.0,7.48,3
Alexander,0,114.4,1.05,18.94,3.83,0.0,15.7,23
Bacardi cocktail,0,65.5,0.08,16.11,0.08,0.0,16.11,77
Bloody Mary,0,17.7,0.66,3.24,0.23,0.4,2.27,212
Canadian Club and soda,0,0.0,0.0,0.0,0.0,0.0,0.0,16
Cape Cod,0,41.4,0.0,10.18,0.08,0.0,8.94,2
Daiquiri,0,63.8,0.09,15.64,0.1,0.1,14.93,64
"Gelatin shot, alcoholic",0,12.2,0.24,2.8,0.0,0.0,2.66,17
Gimlet,0,21.0,0.1,5.08,0.03,0.1,3.52,1
Gin and Tonic,0,26.3,0.0,6.57,0.0,0.0,6.57,9
Grasshopper,0,165.7,0.99,32.07,3.72,0.0,29.01,23
Greyhound,0,29.2,0.41,5.71,0.53,0.2,5.81,1
High ball,0,0.0,0.0,0.0,0.0,0.0,0.0,16
Jagerbomb,0,74.4,0.34,18.07,0.08,0.0,18.07,30
Kamikaze,0,34.2,0.06,8.27,0.1,0.1,6.96,5
Manhattan,0,7.4,0.03,1.82,0.0,0.0,1.03,2
Margarita,0,65.3,0.08,16.06,0.08,0.0,16.06,204
Martini,0,0.9,0.07,0.15,0.0,0.0,0.15,2
"Martini, flavored",0,27.4,0.09,6.66,0.04,0.1,5.15,1
Mimosa,0,30.6,0.38,7.14,0.06,0.2,4.74,3
Mint julep,0,23.1,0.0,5.75,0.01,0.0,5.75,4
Mojito,0,10.4,0.09,2.45,0.03,0.2,1.82,15
Old fashioned,0,25.4,0.16,6.11,0.04,0.5,5.57,4
Orange Blossom,0,43.8,0.5,10.26,0.09,0.2,7.94,2
Rob Roy,0,14.6,0.05,3.6,0.0,0.0,2.05,3
Rusty Nail,0,44.5,0.0,10.95,0.08,0.0,10.95,2
Salty Dog,0,29.0,0.41,5.68,0.52,0.2,5.77,256
Screwdriver,0,37.3,0.51,8.62,0.09,0.2,6.26,2
Seabreeze,0,35.3,0.21,7.94,0.3,0.1,7.37,1
Seven and Seven,0,30.9,0.04,7.63,0.02,0.0,6.76,7
Tom Collins,0,65.5,0.08,16.11,0.08,0.0,16.11,77
Whiskey sour,0,65.5,0.08,16.11,0.08,0.0,16.11,77
Whiskey and soda,0,0.0,0.0,0.0,0.0,0.0,0.0,16
Whiskey and water,0,0.0,0.0,0.0,0.0,0.0,0.0,3
Whiskey and cola,0,32.9,0.0,7.8,0.19,0.0,7.48,3
Whiskey and diet cola,0,1.4,0.08,0.22,0.02,0.0,0.0,6
Whiskey and ginger ale,0,26.4,0.0,6.59,0.0,0.0,6.7,6
Rum and cola,0,32.9,0.0,7.8,0.19,0.0,7.48,3
Rum and diet cola,0,1.4,0.08,0.22,0.02,0.0,0.0,6
Pina Colada,0,98.6,0.36,19.48,2.14,0.1,17.58,6
Brandy and cola,0,32.9,0.0,7.8,0.19,0.0,7.48,3
Vodka and soda,0,0.0,0.0,0.0,0.0,0.0,0.0,16
Vodka and lemonade,0,36.1,0.0,9.02,0.0,0.0,8.71,5
Vodka and cola,0,32.9,0.0,7.8,0.19,0.0,7.48,3
Vodka and diet cola,0,1.4,0.08,0.22,0.02,0.0,0.0,6
Vodka and energy drink,0,32.2,0.35,7.7,0.0,0.0,7.69,30
Vodka and water,0,0.0,0.0,0.0,0.0,0.0,0.0,3
Vodka and tonic,0,26.3,0.0,6.57,0.0,0.0,6.57,9
Sloe gin fizz,0,9.1,0.03,2.22,0.01,0.0,1.95,16
Black Russian,0,86.3,0.04,21.21,0.14,0.0,17.36,4
White Russian,0,124.4,2.15,11.17,7.9,0.0,9.56,43
"Fruit punch, alcoholic",0,33.5,0.14,8.14,0.04,0.1,7.11,4
Champagne punch,0,50.2,0.16,12.22,0.08,0.1,10.23,4
Singapore Sling,0,32.1,0.12,7.79,0.05,0.2,6.7,15
Stinger,0,48.4,0.0,11.89,0.09,0.0,11.89,2
Mai Tai,0,70.1,0.18,17.17,0.08,0.1,13.5,5
Tequila Sunrise,0,56.4,0.46,13.47,0.08,0.2,9.61,4
Gin Rickey,0,2.1,0.02,0.47,0.02,0.0,0.1,16
Golden Cadillac,0,209.9,2.14,21.76,12.7,0.0,21.2,65
Long Island iced tea,0,36.0,0.01,8.66,0.15,0.0,8.43,16
Fuzzy Navel,0,80.7,0.5,19.3,0.17,0.2,16.98,3
Irish Coffee,0,30.9,0.27,2.03,2.41,0.0,2.04,3
Liqueur with cream,0,236.1,2.8,20.9,15.7,0.0,19.76,92
Frozen daiquiri,0,71.6,0.07,17.65,0.08,0.0,17.65,76
Frozen margarita,0,65.3,0.08,16.06,0.08,0.0,16.06,204
"Eggnog, alcoholic",0,72.5,3.74,6.62,3.45,0.0,6.62,45
Gin fizz,0,9.1,0.03,2.22,0.01,0.0,1.95,16
"Rum, hot buttered",0,59.9,0.08,4.95,4.42,0.1,4.62,4
Zombie,0,38.0,0.15,9.25,0.04,0.1,7.17,5
"Wine, table, red",0,10.7,0.07,2.61,0.0,0.0,0.62,4
"Wine, table, white",0,10.7,0.07,2.6,0.0,0.0,0.96,5
"Wine, table, rose",0,16.6,0.36,3.8,0.0,0.0,3.8,5
"Wine, rice",0,22.0,0.5,5.0,0.0,0.0,0.0,2
"Wine, dessert, sweet",0,55.6,0.2,13.69,0.0,0.0,7.78,9
"Wine, light",0,5.0,0.07,1.17,0.0,0.0,1.15,7
Wine cooler,0,40.3,0.0,10.07,0.0,0.0,9.77,5
"Sangria, red",0,33.6,0.04,8.26,0.04,0.0,7.16,10
"Sangria, white",0,33.6,0.04,8.26,0.04,0.0,7.33,11
Wine spritzer,0,6.6,0.04,1.62,0.0,0.0,0.47,11
Glug,0,26.6,0.1,6.24,0.14,0.1,4.15,4
Brandy,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Whiskey,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Scotch,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Gin,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rum,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rum cooler,0,40.3,0.0,10.07,0.0,0.0,9.77,5
Vodka,0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tequila,0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Water, tap",0,0.0,0.0,0.0,0.0,0.0,0.0,4
"Water, bottled, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,2
"Water, bottled, sweetened, with low calorie sweetener",0,0.5,0.0,0.13,0.0,0.0,0.0,14
"Water, bottled, flavored (Capri Sun Roarin' Waters)",0,18.0,0.0,4.5,0.0,0.0,4.5,8
"Water, bottled, flavored (Propel Water)",0,4.6,0.0,1.14,0.0,0.0,0.0,33
"Water, bottled, flavored (Glaceau Vitamin Water)",0,22.0,0.0,5.49,0.0,0.0,5.49,0
"Water, bottled, flavored (SoBe Life Water)",0,5.0,0.0,1.25,0.0,0.0,0.0,10
"Water, bottled, flavored, sugar free (Glaceau Vitamin Water)",0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Water, bottled, flavored, sugar free (SoBe)",0,0.0,0.0,0.0,0.0,0.0,0.0,42
"Water, baby, bottled, unsweetened",0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Nutritional drink or shake, ready-to-drink (Boost)",0,101.3,4.22,17.3,1.69,1.3,8.44,63
